Sample,X,Y,Z
0,0.016,0.164,1.996
1,0.020,-0.102,1.012
2,0.016,-0.102,1.012
3,0.035,-0.109,1.008
4,0.035,-0.094,1.008
5,0.031,-0.102,1.012
6,0.027,-0.113,1.004
7,0.027,-0.105,1.004
8,0.035,-0.102,1.020
9,0.031,-0.094,1.012
10,0.027,-0.102,1.016
11,0.035,-0.102,1.016
12,0.031,-0.094,1.012
13,0.027,-0.102,1.008
14,0.016,-0.105,1.008
15,0.027,-0.105,1.008
16,0.027,-0.105,1.020
17,0.027,-0.098,1.012
18,0.023,-0.098,1.016
19,0.027,-0.102,1.004
20,0.031,-0.086,1.004
21,0.031,-0.098,1.004
22,0.020,-0.090,1.012
23,0.031,-0.102,1.004
24,0.035,-0.105,1.012
25,0.031,-0.105,1.008
26,0.027,-0.102,1.004
27,0.039,-0.094,1.008
28,0.023,-0.094,1.004
29,0.027,-0.102,1.004
30,0.023,-0.102,1.012
31,0.035,-0.102,1.012
32,0.043,-0.102,1.004
33,0.027,-0.105,1.008
34,0.027,-0.102,1.012
35,0.031,-0.094,1.012
36,0.039,-0.102,1.012
37,0.031,-0.102,1.004
38,0.027,-0.105,1.000
39,0.027,-0.094,1.012
40,0.027,-0.102,1.016
41,0.027,-0.102,1.004
42,0.027,-0.109,1.012
43,0.031,-0.105,1.012
44,0.035,-0.098,1.012
45,0.035,-0.105,1.012
46,0.031,-0.102,1.008
47,0.035,-0.102,1.012
48,0.031,-0.102,1.012
49,0.031,-0.109,1.016
50,0.035,-0.102,1.004
51,0.031,-0.102,1.012
52,0.031,-0.102,0.996
53,0.031,-0.102,1.008
54,0.027,-0.098,1.008
55,0.035,-0.094,1.004
56,0.035,-0.098,1.012
57,0.027,-0.102,1.008
58,0.027,-0.098,1.012
59,0.035,-0.102,1.016
60,0.051,-0.094,0.996
61,0.031,-0.109,1.012
62,0.020,-0.105,1.000
63,0.031,-0.098,1.012
64,0.031,-0.102,1.012
65,0.027,-0.105,1.012
66,0.031,-0.102,1.012
67,0.035,-0.105,1.012
68,0.035,-0.098,1.012
69,0.035,-0.105,1.012
70,0.020,-0.098,1.008
71,0.031,-0.102,1.008
72,0.031,-0.102,1.004
73,0.023,-0.098,1.004
