Sample,X,Y,Z
0,0.012,0.176,1.016
1,0.035,-0.086,1.008
2,0.035,-0.090,1.012
3,0.027,-0.086,1.012
4,0.031,-0.082,1.008
5,0.031,-0.086,1.004
6,0.031,-0.086,1.008
7,0.023,-0.082,1.008
8,0.039,-0.090,1.000
9,0.047,-0.082,1.016
10,0.035,-0.090,1.016
11,0.031,-0.086,1.004
12,0.035,-0.086,1.016
13,0.035,-0.078,1.008
14,0.035,-0.090,1.012
15,0.031,-0.094,1.016
16,0.031,-0.086,1.000
17,0.031,-0.090,1.004
18,0.035,-0.086,1.000
19,0.027,-0.094,1.012
20,0.051,-0.094,1.008
21,0.035,-0.086,1.008
22,0.035,-0.090,1.016
23,0.027,-0.094,1.004
24,0.035,-0.090,1.008
25,0.039,-0.078,1.008
26,0.031,-0.086,1.004
27,0.035,-0.086,1.004
28,0.035,-0.090,1.008
29,0.035,-0.090,1.004
30,0.035,-0.086,1.008
31,0.031,-0.086,1.016
32,0.023,-0.094,1.008
33,0.035,-0.082,1.008
34,0.035,-0.098,1.008
35,0.031,-0.082,1.016
36,0.035,-0.090,1.016
37,0.035,-0.098,1.004
38,0.031,-0.090,1.004
39,0.031,-0.086,1.023
40,0.023,-0.098,1.055
41,0.035,-0.090,1.012
42,0.023,-0.094,1.008
43,0.027,-0.082,1.004
44,0.027,-0.086,1.012
45,0.031,-0.090,1.016
46,0.035,-0.086,1.008
47,0.027,-0.090,1.000
48,0.027,-0.090,1.012
49,0.039,-0.090,1.016
50,0.031,-0.094,1.008
51,0.031,-0.094,1.008
52,0.031,-0.094,1.008
53,0.035,-0.082,1.012
54,0.035,-0.090,1.012
55,0.031,-0.090,1.016
56,0.035,-0.098,1.008
57,0.039,-0.082,1.004
58,0.027,-0.086,1.008
59,0.027,-0.090,1.000
60,0.043,-0.102,1.016
61,0.027,-0.090,1.008
62,0.043,-0.082,1.008
63,0.031,-0.086,1.023
64,0.031,-0.090,1.008
65,0.027,-0.090,1.008
66,0.023,-0.094,1.004
67,0.031,-0.090,1.016
68,0.031,-0.082,1.020
69,0.039,-0.090,1.012
70,0.031,-0.090,1.016
71,0.023,-0.090,1.008
72,0.027,-0.086,0.996
73,0.043,-0.086,1.008
74,0.035,-0.090,1.004
75,0.035,-0.098,1.012
76,0.027,-0.078,1.004
77,0.035,-0.090,1.004
78,0.035,-0.082,1.016
79,0.035,-0.090,1.016
80,0.035,-0.094,1.000
81,0.031,-0.082,1.016
82,0.031,-0.098,1.012
83,0.035,-0.094,1.000
84,0.027,-0.090,1.012
85,0.031,-0.090,1.008
86,0.035,-0.090,1.012
87,0.027,-0.086,1.016
88,0.031,-0.098,1.008
89,0.039,-0.094,1.008
90,0.035,-0.082,1.004
91,0.031,-0.086,1.012
92,0.031,-0.094,1.000
93,0.031,-0.094,1.004
94,0.031,-0.078,1.012
95,0.031,-0.090,1.004
96,0.035,-0.098,1.004
97,0.031,-0.086,1.000
98,0.031,-0.090,1.008
99,0.039,-0.082,1.012
100,0.035,-0.090,1.039
101,0.027,-0.094,1.008
102,0.031,-0.086,1.004
103,0.031,-0.086,1.012
104,0.039,-0.090,1.004
105,0.031,-0.090,1.008
106,0.031,-0.094,1.008
107,0.031,-0.082,1.008
108,0.035,-0.086,1.008
109,0.031,-0.082,1.004
110,0.023,-0.086,1.008
111,0.020,-0.055,1.016
112,0.051,-0.105,1.016
113,0.043,-0.125,0.992
114,0.035,-0.117,0.996
115,0.016,-0.090,1.023
116,0.012,-0.125,1.020
117,0.047,-0.160,1.023
118,0.039,-0.152,1.023
119,0.031,-0.117,1.039
120,0.078,-0.152,1.035
121,0.039,-0.152,1.027
122,0.055,-0.168,1.020
123,0.098,-0.176,0.945
124,0.090,-0.133,0.914
125,-0.020,-0.117,0.953
126,-0.074,-0.234,0.922
127,0.098,-0.293,0.836
128,0.215,-0.285,0.816
129,0.172,-0.258,0.887
130,-0.082,-0.438,0.906
131,-0.141,-0.551,0.891
132,-0.047,-0.543,0.926
133,0.047,-0.434,0.992
134,0.047,-0.660,1.020
135,0.008,-0.812,1.023
136,-0.012,-0.793,1.066
137,0.074,-0.672,1.121
138,0.152,-0.707,1.148
139,0.086,-0.754,1.164
140,0.027,-0.715,1.152
141,-0.086,-0.582,1.129
142,0.023,-0.520,1.062
143,0.109,-0.430,1.012
144,0.250,-0.340,1.012
145,0.262,-0.375,0.984
146,-0.020,-0.355,0.895
147,-0.176,-0.180,0.859
148,-0.160,0.020,0.891
149,0.145,0.039,0.938
150,0.305,-0.191,0.910
151,-0.074,-0.270,0.816
152,-0.363,-0.176,0.812
153,-0.121,0.062,0.961
154,0.402,-0.008,1.012
155,0.355,-0.367,0.883
156,-0.070,-0.434,0.910
157,-0.098,-0.180,1.086
158,0.047,-0.203,1.082
159,0.070,-0.438,0.934
160,0.062,-0.504,0.977
161,-0.047,-0.496,1.137
162,0.039,-0.543,1.020
163,0.289,-0.500,1.039
164,-0.023,-0.539,1.078
165,-0.195,-0.445,1.031
166,0.129,-0.520,0.977
167,0.082,-0.539,0.953
168,0.105,-0.344,1.055
169,0.227,-0.477,1.039
