Sample,X,Y,Z
0,0.008,0.172,1.027
1,0.039,-0.098,1.004
2,0.039,-0.094,1.004
3,0.031,-0.094,1.012
4,0.020,-0.090,1.000
5,0.023,-0.094,1.008
6,0.043,-0.094,1.012
7,0.035,-0.109,1.004
8,0.023,-0.090,1.008
9,0.031,-0.094,1.012
10,0.043,-0.086,1.012
11,0.039,-0.102,1.008
12,0.023,-0.098,1.004
13,0.027,-0.086,1.004
14,0.043,-0.090,1.008
15,0.035,-0.098,1.004
16,0.031,-0.098,1.008
17,0.023,-0.098,1.012
18,0.035,-0.082,1.004
19,0.039,-0.082,1.000
20,0.012,-0.090,0.977
21,0.020,-0.094,1.008
22,0.031,-0.086,1.008
23,0.039,-0.078,1.004
24,0.035,-0.094,1.004
25,0.027,-0.105,1.020
26,0.027,-0.094,1.004
27,0.035,-0.090,1.016
28,0.039,-0.090,1.008
29,0.027,-0.094,1.012
30,0.031,-0.102,1.012
31,0.039,-0.094,1.008
32,0.043,-0.098,0.996
33,0.031,-0.094,1.012
34,0.020,-0.086,1.008
35,0.035,-0.090,1.008
36,0.035,-0.090,1.004
37,0.023,-0.094,1.008
38,0.031,-0.090,1.012
39,0.031,-0.102,1.004
40,0.039,-0.090,0.945
41,0.020,-0.090,1.008
42,0.031,-0.090,1.008
43,0.039,-0.094,1.012
44,0.039,-0.090,1.012
45,0.023,-0.086,1.012
46,0.027,-0.098,1.008
47,0.035,-0.090,1.012
48,0.031,-0.090,1.012
49,0.023,-0.098,1.004
50,0.027,-0.082,1.008
51,0.039,-0.098,1.016
52,0.043,-0.094,1.012
53,0.035,-0.098,1.008
54,0.035,-0.098,1.008
55,0.027,-0.098,1.012
56,0.027,-0.098,1.008
57,0.027,-0.094,0.996
58,0.027,-0.094,1.008
59,0.035,-0.086,1.008
60,0.031,-0.094,0.980
61,0.039,-0.102,1.008
62,0.035,-0.094,1.008
63,0.031,-0.090,1.004
64,0.035,-0.090,1.004
65,0.031,-0.098,1.004
66,0.027,-0.090,1.016
67,0.035,-0.090,1.012
68,0.031,-0.086,1.012
69,0.031,-0.094,1.012
70,0.031,-0.098,1.008
71,0.039,-0.082,1.008
72,0.031,-0.098,1.008
73,0.031,-0.098,1.012
74,0.023,-0.094,1.012
75,0.035,-0.090,1.004
76,0.035,-0.090,1.008
77,0.031,-0.094,1.008
78,0.027,-0.105,1.000
79,0.027,-0.098,1.008
80,0.051,-0.078,0.992
81,0.039,-0.090,1.008
82,0.027,-0.102,1.008
83,0.031,-0.098,1.008
84,0.031,-0.086,1.008
85,0.031,-0.090,1.008
86,0.027,-0.098,1.004
87,0.039,-0.098,1.012
88,0.031,-0.098,1.000
89,0.027,-0.082,1.012
90,0.039,-0.094,1.020
91,0.035,-0.102,1.008
92,0.035,-0.102,1.004
93,0.027,-0.090,1.004
94,0.027,-0.090,1.000
95,0.039,-0.086,1.008
96,0.039,-0.098,1.004
97,0.031,-0.098,1.000
98,0.043,-0.090,1.008
99,0.031,-0.090,1.008
100,0.008,-0.094,0.977
101,0.027,-0.094,1.004
102,0.035,-0.090,1.008
103,0.035,-0.094,1.008
104,0.031,-0.090,1.004
105,0.035,-0.102,1.008
106,0.031,-0.094,1.016
107,0.027,-0.090,1.008
108,0.031,-0.094,1.016
109,0.031,-0.090,1.020
110,0.035,-0.094,1.008
111,0.031,-0.094,1.008
112,0.027,-0.078,1.016
113,0.035,-0.070,1.008
114,0.043,-0.105,1.004
115,0.047,-0.109,0.996
116,0.020,-0.105,1.004
117,0.000,-0.105,1.023
118,0.027,-0.125,1.023
119,0.074,-0.137,1.016
120,0.066,-0.156,1.039
121,-0.004,-0.145,1.031
122,0.000,-0.137,1.023
123,0.055,-0.145,1.027
124,0.078,-0.145,1.016
125,0.074,-0.199,1.000
126,0.094,-0.215,0.934
127,0.012,-0.160,0.906
128,-0.082,-0.180,0.906
129,0.000,-0.277,0.871
130,0.156,-0.293,0.852
