Sample,X,Y,Z
0,-0.145,0.148,1.031
1,0.031,-0.090,1.008
2,0.035,-0.074,1.016
3,0.035,-0.090,1.008
4,0.031,-0.090,1.016
5,0.031,-0.094,1.008
6,0.035,-0.078,1.016
7,0.035,-0.082,1.004
8,0.031,-0.098,1.004
9,0.031,-0.082,1.020
10,0.039,-0.082,1.012
11,0.039,-0.082,1.008
12,0.031,-0.086,1.008
13,0.027,-0.094,1.016
14,0.035,-0.086,1.016
15,0.039,-0.082,1.000
16,0.031,-0.094,1.016
17,0.035,-0.086,1.004
18,0.039,-0.082,1.012
19,0.035,-0.086,1.004
20,0.020,-0.082,1.004
21,0.031,-0.086,1.020
22,0.039,-0.090,1.012
23,0.031,-0.082,1.012
24,0.031,-0.082,1.008
25,0.031,-0.078,1.012
26,0.031,-0.082,1.000
27,0.027,-0.090,1.012
28,0.027,-0.090,1.012
29,0.031,-0.082,1.016
30,0.035,-0.086,1.008
31,0.035,-0.090,1.008
32,0.027,-0.090,1.004
33,0.020,-0.086,1.012
34,0.027,-0.082,1.008
35,0.031,-0.082,1.016
36,0.031,-0.090,1.008
37,0.039,-0.078,1.012
38,0.035,-0.082,1.008
39,0.031,-0.086,1.008
40,0.020,-0.070,0.977
41,0.035,-0.090,1.004
42,0.035,-0.094,1.012
43,0.035,-0.082,1.016
44,0.031,-0.086,1.012
45,0.035,-0.086,1.016
46,0.031,-0.086,1.012
47,0.031,-0.082,1.027
48,0.035,-0.090,1.004
49,0.035,-0.094,1.008
50,0.031,-0.090,1.008
51,0.035,-0.082,1.012
52,0.031,-0.090,1.020
53,0.039,-0.086,1.004
54,0.031,-0.086,1.012
55,0.031,-0.082,1.008
56,0.035,-0.086,1.008
57,0.035,-0.094,1.004
58,0.031,-0.078,1.012
59,0.035,-0.086,1.012
60,0.008,-0.070,0.949
61,0.039,-0.090,1.008
62,0.035,-0.090,1.008
63,0.023,-0.086,1.008
64,0.043,-0.086,1.008
65,0.035,-0.090,1.004
66,0.035,-0.082,1.020
67,0.027,-0.090,1.008
68,0.035,-0.078,1.012
69,0.035,-0.090,1.016
70,0.035,-0.090,1.000
71,0.031,-0.094,1.004
72,0.027,-0.090,1.012
73,0.035,-0.078,1.012
74,0.039,-0.086,1.020
75,0.031,-0.090,1.004
76,0.020,-0.090,1.008
77,0.031,-0.086,1.016
78,0.039,-0.082,1.016
79,0.039,-0.082,1.020
80,0.047,-0.090,0.965
81,0.027,-0.082,1.012
82,0.023,-0.082,1.008
83,0.039,-0.078,1.012
84,0.031,-0.090,1.012
85,0.035,-0.098,1.004
86,0.027,-0.086,1.012
87,0.043,-0.070,1.004
88,0.039,-0.086,1.012
89,0.023,-0.094,1.012
90,0.027,-0.094,1.012
91,0.031,-0.090,1.016
92,0.039,-0.078,1.012
93,0.031,-0.090,1.012
94,0.035,-0.098,1.008
95,0.027,-0.094,1.008
96,0.035,-0.078,1.000
97,0.035,-0.078,1.008
98,0.027,-0.090,1.004
99,0.035,-0.090,1.004
100,0.043,-0.078,0.992
101,0.027,-0.086,1.004
102,0.027,-0.082,1.012
103,0.027,-0.086,1.016
104,0.035,-0.090,1.012
105,0.027,-0.086,1.008
106,0.031,-0.086,1.004
107,0.035,-0.086,1.004
108,0.031,-0.086,1.012
109,0.039,-0.086,1.008
110,0.035,-0.086,1.012
111,0.027,-0.094,1.000
112,0.035,-0.070,1.004
113,0.039,-0.074,1.008
114,0.055,-0.074,1.012
115,0.059,-0.086,1.004
116,0.004,-0.105,1.004
117,-0.027,-0.086,1.004
118,0.008,-0.074,1.008
119,0.082,-0.078,1.023
120,0.102,-0.129,0.953
121,0.016,-0.133,1.012
122,-0.031,-0.082,1.023
123,0.023,-0.070,1.031
124,0.059,-0.102,1.012
125,0.027,-0.113,1.008
126,-0.004,-0.109,1.012
127,0.023,-0.086,1.012
128,0.066,-0.074,1.016
129,0.039,-0.090,1.008
130,-0.012,-0.094,1.008
131,0.004,-0.109,1.000
132,0.027,-0.086,1.020
133,0.004,-0.082,1.012
134,-0.016,-0.094,1.012
135,0.031,-0.098,1.008
136,0.016,-0.102,1.004
137,-0.023,-0.098,1.008
138,-0.090,-0.121,0.984
139,-0.113,-0.133,0.961
140,-0.113,-0.156,1.012
141,-0.141,-0.180,0.926
142,-0.188,-0.227,0.914
143,-0.227,-0.262,0.922
144,-0.246,-0.281,0.926
145,-0.223,-0.324,0.938
146,-0.191,-0.375,0.945
147,-0.172,-0.391,0.969
148,-0.148,-0.453,0.996
149,-0.105,-0.500,1.004
150,-0.234,-0.477,1.027
151,-0.352,-0.445,1.051
152,-0.234,-0.480,1.074
153,-0.023,-0.453,1.082
154,0.066,-0.488,1.109
155,-0.004,-0.484,1.094
156,-0.094,-0.395,1.086
157,-0.117,-0.355,1.051
158,-0.070,-0.203,1.031
159,0.180,-0.078,1.039
160,0.281,-0.148,1.062
161,0.305,-0.141,0.934
162,-0.223,-0.047,0.906
163,-0.426,0.043,0.918
164,-0.199,0.055,0.914
165,0.281,0.074,0.887
166,0.043,-0.051,0.898
167,-0.523,0.000,0.938
168,-0.383,0.027,0.961
169,0.207,0.098,0.969
170,0.199,-0.012,0.984
171,-0.273,-0.203,1.020
172,-0.590,-0.242,1.016
