Sample,X,Y,Z
0,0.070,-0.004,0.637
1,-0.012,0.000,0.996
2,-0.012,0.012,1.008
3,-0.004,0.000,0.992
4,0.012,-0.004,1.000
5,0.012,-0.012,1.031
6,0.047,0.012,1.008
7,0.012,0.020,0.969
8,-0.023,0.016,0.996
9,-0.039,0.004,1.000
10,-0.031,-0.027,1.023
11,0.055,-0.004,1.031
12,0.062,0.012,0.988
13,0.043,0.016,0.973
14,-0.051,0.012,0.996
15,-0.047,-0.008,1.008
16,-0.020,0.000,1.012
17,0.066,0.008,1.016
18,0.059,0.020,1.000
19,0.016,0.016,0.984
20,-0.070,-0.004,0.996
21,-0.039,-0.008,1.004
22,0.020,-0.008,1.004
23,0.105,0.016,1.008
24,0.098,0.008,0.992
25,-0.008,0.004,0.992
26,-0.066,-0.016,1.000
27,-0.078,-0.012,1.004
28,0.051,0.000,1.004
29,0.090,0.016,0.988
30,0.059,0.020,0.984
31,-0.051,-0.004,0.988
32,-0.051,-0.012,1.020
33,-0.023,0.000,1.000
34,0.062,0.008,1.004
35,0.078,0.012,0.996
36,-0.004,0.000,0.996
37,-0.043,0.000,1.012
38,-0.051,0.000,1.000
39,0.016,0.004,1.004
40,0.062,0.000,1.000
41,0.047,0.012,0.992
42,-0.043,-0.008,1.000
43,-0.020,0.000,1.000
44,-0.039,0.004,1.000
45,0.066,0.008,1.004
46,0.043,0.008,0.996
47,0.012,0.008,1.000
48,-0.035,0.004,1.000
49,-0.008,0.016,0.996
50,0.008,-0.016,0.984
51,0.031,0.012,1.016
52,-0.027,0.008,1.004
53,-0.004,0.047,1.004
54,-0.027,0.020,0.996
55,-0.023,0.012,1.000
56,0.016,0.000,1.008
57,0.023,-0.008,1.016
58,0.035,0.008,1.000
59,0.004,0.012,0.980
60,0.000,0.012,1.004
61,-0.020,-0.008,1.008
62,0.012,0.000,1.008
63,0.023,0.004,1.000
64,0.027,0.016,0.980
65,0.004,0.008,0.984
66,-0.027,-0.008,1.016
67,0.000,-0.020,1.031
68,0.039,0.000,1.000
69,0.051,0.020,0.984
70,0.000,0.012,0.969
71,-0.043,0.012,1.004
72,-0.078,-0.023,1.031
73,-0.016,0.000,1.031
74,0.082,0.027,0.980
75,0.047,0.020,0.973
76,-0.023,0.027,0.980
77,-0.078,-0.031,1.023
78,0.023,-0.004,1.016
79,0.047,0.000,1.000
80,0.066,0.023,1.000
81,-0.016,0.004,0.980
82,-0.059,0.004,1.004
83,-0.035,-0.008,1.012
84,0.023,0.000,1.012
85,0.082,0.004,1.004
86,0.051,0.004,1.000
87,-0.023,0.023,0.977
88,-0.051,0.004,0.988
89,-0.035,0.000,1.008
90,0.012,-0.027,1.020
91,0.082,0.008,1.070
92,0.027,0.051,1.086
93,-0.082,0.141,0.934
94,-0.102,0.145,0.918
95,-0.094,0.133,0.996
96,-0.012,0.117,1.059
97,0.066,0.176,1.070
98,0.074,0.285,1.090
99,-0.152,0.367,1.117
100,-0.238,0.430,1.129
101,-0.164,0.527,1.062
102,0.078,0.684,0.977
