Sample,X,Y,Z
0,0.020,-0.016,0.754
1,0.000,-0.012,1.000
2,0.043,0.016,0.992
3,0.027,0.000,1.004
4,-0.008,0.000,1.004
5,-0.047,-0.004,1.000
6,0.000,-0.004,0.992
7,0.023,-0.004,1.023
8,0.043,0.000,1.012
9,0.051,0.012,0.984
10,-0.020,0.000,0.992
11,-0.043,-0.008,1.008
12,-0.004,0.000,1.012
13,0.039,0.004,1.004
14,0.055,0.000,1.004
15,0.016,0.000,0.996
16,-0.012,0.004,0.992
17,-0.043,-0.012,1.012
18,-0.004,0.000,1.004
19,0.062,0.008,1.000
20,0.035,0.004,1.004
21,-0.012,0.000,1.000
22,-0.016,-0.004,1.000
23,-0.027,-0.004,0.992
24,-0.031,0.012,0.996
25,0.043,-0.008,1.004
26,0.035,0.008,1.020
27,-0.047,0.012,0.992
28,-0.078,0.020,0.996
29,-0.008,-0.008,1.008
30,0.043,-0.004,1.004
31,0.078,0.008,0.996
32,0.031,-0.004,1.000
33,-0.027,-0.004,1.004
34,-0.055,-0.004,0.988
35,-0.004,0.004,1.004
36,0.047,0.000,1.012
37,0.047,0.004,1.000
38,0.023,0.008,0.984
39,-0.027,0.000,1.000
40,-0.031,-0.012,1.012
41,0.016,0.000,1.008
42,0.039,0.000,1.000
43,0.039,0.008,1.004
44,-0.039,-0.004,0.996
45,-0.027,0.000,0.996
46,-0.016,-0.004,0.996
47,0.062,-0.004,1.012
48,0.090,-0.012,1.012
49,0.055,0.023,1.008
50,-0.027,-0.004,1.004
51,-0.074,-0.004,1.012
52,-0.012,0.000,1.000
53,0.062,0.016,0.996
54,0.027,-0.004,1.016
55,0.016,0.000,1.016
56,-0.016,-0.004,0.977
57,0.008,0.012,0.996
58,-0.004,-0.004,1.012
59,0.035,0.000,1.008
60,0.000,0.004,0.988
61,-0.004,-0.004,0.992
62,0.000,0.000,1.004
63,0.020,-0.004,1.000
64,0.031,0.000,1.004
65,0.016,-0.004,1.004
66,-0.016,0.004,0.996
67,-0.023,0.004,0.996
68,-0.027,-0.004,0.996
69,0.035,0.000,1.016
70,0.039,-0.012,1.008
71,0.031,0.004,0.996
72,-0.023,0.004,0.977
73,-0.062,-0.004,1.000
74,0.051,0.012,1.004
75,0.000,-0.020,1.000
76,0.031,0.008,0.996
77,-0.012,-0.012,1.004
78,0.004,-0.008,1.008
79,0.004,-0.008,0.996
80,0.023,-0.004,1.016
81,0.027,0.004,1.000
82,0.004,0.004,0.996
83,-0.023,0.000,1.008
84,-0.016,-0.008,1.000
85,0.035,0.000,1.000
86,0.027,-0.008,1.000
87,0.023,0.000,1.012
88,-0.008,0.000,1.004
89,-0.004,0.004,1.000
90,-0.012,0.020,1.020
91,-0.160,-0.090,1.078
92,0.172,-0.066,1.184
93,0.328,-0.133,1.168
94,0.637,-0.094,1.145
95,0.734,0.004,1.004
96,0.699,0.113,0.664
97,0.609,0.117,0.773
98,0.715,-0.109,1.059
99,1.211,-0.020,1.047
100,1.148,0.043,0.969
101,0.805,0.121,0.832
102,0.398,0.094,0.715
103,0.402,0.004,0.945
104,0.641,-0.145,1.277
105,0.910,-0.039,1.293
106,0.879,0.066,1.066
107,0.504,0.227,0.758
108,0.109,0.141,0.660
109,0.168,0.090,0.906
110,0.250,0.008,1.008
111,0.562,0.031,1.129
112,0.348,-0.078,1.148
113,-0.117,-0.059,1.125
114,-0.316,-0.062,1.156
115,-0.312,-0.141,1.133
116,0.246,0.012,1.090
117,0.418,-0.078,0.973
118,0.609,0.133,0.836
119,0.211,0.020,0.695
120,0.082,-0.113,1.074
121,-0.070,-0.215,1.293
122,0.480,-0.199,1.195
123,0.539,-0.105,1.195
124,0.637,0.176,0.793
125,0.406,0.125,0.574
126,0.285,-0.043,1.016
127,0.516,-0.199,1.227
128,1.172,-0.078,1.117
129,1.242,0.180,0.836
130,0.672,0.223,0.617
131,0.188,0.004,0.910
132,0.199,-0.051,1.246
133,0.543,-0.172,1.363
134,0.895,0.242,1.051
135,0.738,0.203,0.598
136,0.617,0.121,0.789
137,0.285,-0.141,1.172
138,0.930,0.027,1.020
139,0.434,0.066,1.039
140,0.090,0.027,1.266
141,-0.324,0.043,0.980
142,0.051,0.191,0.789
143,0.191,-0.012,0.992
144,0.617,-0.082,1.023
145,0.781,-0.062,0.832
146,0.707,-0.223,1.168
147,-0.062,-0.254,1.383
148,-0.242,0.129,0.906
149,-0.348,-0.012,0.668
150,-0.121,0.020,1.203
151,0.426,-0.191,1.203
152,0.965,-0.188,1.102
153,0.867,-0.023,1.004
154,0.246,0.031,0.711
155,0.180,-0.070,0.844
156,0.238,-0.152,1.199
157,0.645,0.105,1.074
158,0.875,0.008,0.891
159,0.711,0.191,1.109
160,0.074,0.039,0.777
161,0.453,0.043,0.930
162,0.371,-0.125,1.281
163,0.820,-0.066,1.070
164,1.391,0.242,0.945
165,0.488,0.074,0.805
166,0.305,0.191,0.875
167,0.113,0.062,0.930
168,0.297,0.074,0.949
169,0.516,-0.121,1.254
170,0.918,-0.023,1.129
171,0.758,0.004,0.820
172,0.219,0.223,0.922
173,-0.219,-0.020,0.902
174,-0.219,-0.020,0.902
175,-0.156,0.039,1.047
176,-0.004,-0.145,1.125
177,0.758,-0.164,1.301
178,0.504,-0.152,1.020
179,0.629,0.094,0.918
180,0.051,-0.117,0.840
181,-0.223,-0.125,1.027
182,0.070,-0.016,1.078
183,0.617,-0.125,0.918
184,0.484,0.004,1.164
185,0.449,-0.109,1.184
186,0.125,-0.047,0.879
187,-0.086,0.121,0.887
188,0.383,-0.148,1.094
189,0.824,-0.004,1.027
190,0.957,0.027,1.004
191,1.051,0.086,0.773
192,0.137,0.066,0.762
193,0.316,0.008,1.324
194,0.152,-0.082,1.000
195,0.266,0.320,0.824
196,0.539,0.223,0.961
197,0.031,0.105,0.711
198,0.066,0.230,0.910
199,-0.008,-0.188,1.172
200,0.055,-0.023,1.168
201,-0.355,0.004,1.070
202,-0.066,-0.008,1.062
203,-0.859,0.047,0.898
204,-0.605,-0.133,1.309
205,-0.559,-0.117,1.141
206,-0.215,0.145,0.711
207,0.020,-0.129,0.973
208,-0.090,-0.031,1.113
209,-0.434,-0.254,0.922
210,0.020,-0.105,1.176
211,-0.406,0.023,0.934
212,-0.418,0.109,0.891
213,-0.375,-0.121,1.242
214,-0.434,-0.168,0.945
215,0.504,0.105,0.828
216,0.539,-0.250,1.219
217,0.379,-0.027,1.113
218,0.203,-0.125,0.824
219,-0.098,0.164,1.094
220,-0.098,0.121,0.789
221,0.414,0.246,0.871
222,0.441,0.031,1.062
223,0.203,-0.055,1.043
224,0.555,0.145,0.898
225,0.090,-0.121,0.852
226,0.238,0.102,1.207
227,0.211,-0.113,1.125
228,0.266,0.141,0.941
229,0.055,0.312,0.777
230,-0.109,0.062,0.836
231,-0.004,0.121,0.945
232,-0.199,-0.098,1.012
233,-0.047,-0.219,1.297
234,-0.066,-0.172,1.156
235,0.117,0.039,1.090
236,-0.414,-0.047,1.008
237,-0.711,0.023,1.008
238,-0.277,0.062,0.785
239,-0.199,0.133,0.703
240,-0.078,-0.191,1.262
241,0.098,-0.348,1.359
242,-0.207,-0.055,0.887
243,-0.199,0.117,0.949
244,-0.742,0.082,0.980
245,-0.453,0.164,0.988
246,0.090,0.043,0.965
247,0.211,-0.047,0.977
248,0.551,0.027,1.102
249,0.289,-0.086,0.801
250,0.074,0.016,1.082
251,-0.059,-0.176,1.305
252,-0.086,-0.016,1.113
253,0.520,0.309,0.766
254,0.223,-0.004,0.953
255,0.441,0.047,0.961
256,0.254,-0.086,0.855
257,0.520,-0.020,0.980
258,0.371,-0.020,0.914
259,0.371,-0.020,0.914
