Sample,X,Y,Z
0,0.020,0.160,1.020
1,0.035,-0.086,1.008
2,0.035,-0.086,1.012
3,0.020,-0.090,1.008
4,0.031,-0.090,1.008
5,0.031,-0.090,1.008
6,0.035,-0.086,1.008
7,0.027,-0.086,1.008
8,0.031,-0.086,1.004
9,0.031,-0.086,1.008
10,0.043,-0.086,1.004
11,0.031,-0.090,1.008
12,0.023,-0.090,1.004
13,0.031,-0.086,1.012
14,0.039,-0.086,1.008
15,0.035,-0.086,1.004
16,0.031,-0.102,1.004
17,0.023,-0.094,1.016
18,0.035,-0.082,1.016
19,0.031,-0.098,1.004
20,0.031,-0.109,1.039
21,0.023,-0.086,1.012
22,0.039,-0.090,1.023
23,0.039,-0.082,1.008
24,0.031,-0.090,1.008
25,0.035,-0.098,1.004
26,0.027,-0.086,1.008
27,0.035,-0.086,1.004
28,0.027,-0.086,1.012
29,0.027,-0.094,1.012
30,0.027,-0.086,1.004
31,0.027,-0.086,1.020
32,0.027,-0.086,1.000
33,0.027,-0.094,1.016
34,0.035,-0.086,1.012
35,0.043,-0.086,1.016
36,0.035,-0.094,1.008
37,0.035,-0.086,1.012
38,0.027,-0.090,1.004
39,0.027,-0.090,1.016
40,0.055,-0.098,1.000
41,0.031,-0.090,1.008
42,0.027,-0.086,1.004
43,0.031,-0.090,1.016
44,0.035,-0.094,1.008
45,0.023,-0.082,1.008
46,0.035,-0.086,1.012
47,0.043,-0.094,1.012
48,0.027,-0.090,1.012
49,0.027,-0.086,1.008
50,0.035,-0.086,1.012
51,0.047,-0.086,1.008
52,0.039,-0.094,1.008
53,0.023,-0.094,1.004
54,0.027,-0.086,1.012
55,0.043,-0.082,1.004
56,0.031,-0.094,1.004
57,0.027,-0.094,1.008
58,0.031,-0.090,1.008
59,0.035,-0.082,1.016
60,0.051,-0.105,1.055
61,0.023,-0.094,1.008
62,0.031,-0.090,1.008
63,0.039,-0.090,1.008
64,0.039,-0.086,1.016
65,0.039,-0.094,1.004
66,0.027,-0.090,1.008
67,0.039,-0.094,1.012
68,0.031,-0.082,1.012
69,0.027,-0.098,1.004
70,0.039,-0.086,1.012
71,0.035,-0.082,1.000
72,0.027,-0.078,1.008
73,0.027,-0.086,1.012
74,0.035,-0.094,1.008
75,0.031,-0.090,1.016
76,0.031,-0.078,1.020
77,0.035,-0.090,1.012
78,0.031,-0.094,1.008
79,0.027,-0.094,1.012
80,0.027,-0.098,1.047
81,0.035,-0.082,1.012
82,0.031,-0.090,1.008
83,0.027,-0.086,1.000
84,0.035,-0.086,0.996
85,0.031,-0.090,1.004
86,0.035,-0.098,1.008
87,0.031,-0.094,1.012
88,0.023,-0.094,1.012
89,0.039,-0.090,1.008
90,0.035,-0.082,1.008
91,0.027,-0.090,1.004
92,0.023,-0.090,1.008
93,0.027,-0.086,1.012
94,0.027,-0.086,1.008
95,0.031,-0.086,1.016
96,0.027,-0.090,1.000
97,0.035,-0.098,1.012
98,0.039,-0.086,1.008
99,0.027,-0.094,1.008
100,0.016,-0.098,1.023
101,0.035,-0.082,1.020
102,0.039,-0.086,1.012
103,0.031,-0.094,1.008
104,0.027,-0.090,1.004
105,0.027,-0.090,1.004
106,0.031,-0.086,1.012
107,0.031,-0.090,1.008
108,0.035,-0.094,1.008
109,0.027,-0.094,1.020
110,0.035,-0.086,1.008
111,0.027,-0.070,1.004
112,0.035,-0.078,1.020
113,0.051,-0.125,1.004
114,0.047,-0.105,1.000
115,0.035,-0.102,1.012
116,0.012,-0.117,1.020
117,0.031,-0.148,1.023
118,0.059,-0.156,1.023
119,0.023,-0.125,1.039
120,-0.020,-0.145,1.094
121,0.031,-0.160,1.031
122,0.066,-0.164,1.027
123,0.086,-0.164,0.992
124,0.074,-0.133,0.945
125,-0.004,-0.098,0.941
126,-0.086,-0.160,0.930
127,0.023,-0.258,0.863
128,0.195,-0.258,0.797
129,0.199,-0.250,0.832
130,0.000,-0.371,0.883
131,-0.121,-0.496,0.871
132,-0.051,-0.543,0.879
133,0.027,-0.500,0.922
134,0.062,-0.594,0.992
135,0.020,-0.801,1.000
136,-0.012,-0.887,1.027
137,0.035,-0.789,1.105
138,0.168,-0.734,1.164
139,0.117,-0.812,1.176
140,0.039,-0.836,1.160
141,-0.113,-0.738,1.176
142,-0.051,-0.629,1.117
143,0.055,-0.559,1.059
144,0.215,-0.457,1.043
145,0.320,-0.398,1.051
146,0.062,-0.402,0.953
147,-0.168,-0.336,0.855
148,-0.172,-0.043,0.887
149,0.113,0.133,0.984
150,0.277,-0.109,0.934
151,-0.043,-0.336,0.766
152,-0.250,-0.129,0.805
153,-0.055,0.172,0.957
154,0.332,0.051,0.941
155,0.262,-0.387,0.824
156,-0.086,-0.312,0.930
157,-0.098,-0.098,1.086
158,0.020,-0.199,0.945
159,0.062,-0.363,0.887
160,0.062,-0.367,1.098
161,-0.055,-0.453,1.062
162,0.129,-0.461,0.996
163,0.234,-0.531,1.074
164,-0.129,-0.426,1.062
165,-0.027,-0.473,1.047
166,0.188,-0.691,0.988
167,0.055,-0.484,1.012
168,0.270,-0.320,1.156
169,-0.016,-0.605,0.953
170,-0.270,-0.602,0.852
171,-0.137,-0.500,0.906
172,-0.121,-0.051,1.027
173,0.273,-0.625,1.008
174,0.059,-0.668,0.867
175,0.109,-0.598,0.891
176,-0.113,-0.320,0.926
177,0.172,-0.285,1.039
178,0.129,-0.699,0.891
179,0.031,-0.520,0.969
180,-0.250,-0.688,0.977
181,0.074,-0.230,1.176
182,0.133,-0.652,1.051
183,0.449,-0.555,1.059
184,0.113,-0.543,1.078
185,0.090,-0.355,1.145
186,-0.234,-0.438,0.996
187,-0.238,-0.320,0.980
188,-0.105,-0.145,1.129
189,0.070,-0.305,1.062
190,0.379,-0.188,0.965
191,0.254,-0.328,0.867
192,0.090,0.109,1.012
193,-0.219,-0.078,0.969
194,-0.398,-0.277,0.766
195,-0.051,0.246,1.016
196,0.117,0.074,1.008
197,0.312,0.047,0.883
198,0.422,-0.227,0.848
199,-0.035,-0.102,0.891
200,-0.328,0.145,0.926
201,-0.324,-0.020,1.016
202,-0.062,-0.266,0.992
203,0.457,-0.051,1.055
204,0.480,-0.254,1.027
205,0.301,-0.480,0.938
206,-0.223,-0.348,0.996
207,-0.641,-0.078,1.152
208,-0.352,-0.262,1.156
209,0.375,-0.281,1.090
210,0.629,-0.473,0.973
211,0.508,-0.340,0.996
212,-0.199,-0.289,1.012
213,-0.727,-0.312,1.031
214,-0.512,-0.215,1.113
215,0.320,-0.156,1.137
216,0.758,-0.355,0.988
217,0.594,-0.441,0.840
218,-0.105,-0.004,0.922
219,-0.750,0.031,1.066
220,-0.547,-0.184,1.074
221,0.348,-0.152,1.008
222,0.785,-0.043,0.934
223,0.500,-0.133,0.883
224,-0.289,-0.027,0.836
225,-0.832,0.117,1.043
226,-0.461,0.074,1.125
227,0.469,-0.070,1.047
228,0.902,-0.180,0.906
229,0.387,-0.277,0.816
230,-0.410,0.328,1.000
231,-0.727,0.160,1.176
232,-0.273,-0.137,1.113
233,0.641,-0.207,1.039
234,0.922,-0.125,1.016
235,0.078,-0.230,0.914
236,-0.613,0.211,1.039
237,-0.754,0.059,1.195
238,-0.129,-0.031,1.117
239,0.715,-0.086,0.969
240,0.883,-0.273,0.898
241,-0.098,-0.043,0.859
242,-0.777,0.168,0.930
243,-0.605,0.215,1.059
244,0.258,-0.012,1.062
245,0.754,-0.285,0.887
246,0.754,-0.414,0.820
247,-0.188,-0.031,0.883
248,-0.863,0.379,1.109
249,-0.488,-0.113,1.113
250,0.379,-0.336,0.957
251,0.656,-0.523,0.906
252,0.586,-0.297,1.004
253,-0.293,0.086,1.008
254,-0.730,-0.113,1.098
255,-0.383,-0.301,1.160
256,0.496,-0.133,1.176
257,0.840,-0.574,0.957
258,0.512,-0.453,0.934
259,-0.426,0.172,1.117
260,-0.770,0.105,1.242
261,-0.359,-0.363,1.035
262,0.680,-0.164,0.965
263,0.922,-0.145,1.070
264,0.094,-0.223,0.926
265,-0.703,0.316,0.949
266,-0.770,0.156,1.059
267,-0.109,0.184,0.996
268,0.820,0.008,0.871
269,0.879,-0.203,0.785
270,-0.195,0.016,0.812
271,-0.918,0.523,0.992
272,-0.504,0.098,0.992
273,0.414,0.016,0.930
274,0.961,-0.242,0.922
275,0.691,-0.285,0.949
276,-0.414,-0.102,0.949
277,-0.855,0.129,1.059
278,-0.332,0.066,1.242
279,0.500,-0.227,1.180
280,0.809,-0.625,0.949
281,0.547,-0.352,1.090
282,-0.512,0.148,1.152
283,-0.977,0.043,1.168
284,-0.414,-0.281,1.086
285,0.645,-0.055,1.051
286,0.867,-0.242,1.004
287,0.445,-0.316,0.859
288,-0.551,0.234,0.875
289,-0.898,0.211,0.988
290,-0.320,0.094,0.977
291,0.844,-0.129,0.883
292,0.969,-0.266,0.789
293,0.195,-0.273,0.816
294,-0.797,0.270,0.938
295,-0.863,0.117,1.008
296,-0.121,-0.117,1.016
297,0.891,-0.340,0.992
298,1.047,-0.340,1.035
299,0.062,-0.363,0.973
300,-0.809,0.027,1.055
301,-0.707,0.074,1.270
302,-0.008,-0.227,1.180
303,1.004,-0.309,1.098
304,1.055,-0.555,1.078
305,-0.176,-0.191,1.051
306,-1.004,0.281,1.125
307,-0.730,0.180,1.195
308,0.176,-0.148,1.008
309,0.988,0.008,0.957
310,0.758,-0.180,0.887
311,-0.664,0.086,0.805
312,-1.039,0.531,0.891
313,-0.379,0.367,0.969
314,0.645,0.055,0.887
315,0.949,-0.359,0.746
316,0.477,-0.180,0.742
