Sample,X,Y,Z
0,0.023,0.176,1.020
1,0.031,-0.090,1.004
2,0.023,-0.094,1.000
3,0.031,-0.078,1.020
4,0.039,-0.086,1.008
5,0.039,-0.094,1.008
6,0.023,-0.098,1.008
7,0.027,-0.090,1.016
8,0.035,-0.074,1.004
9,0.047,-0.078,1.012
10,0.031,-0.090,1.004
11,0.027,-0.090,1.008
12,0.023,-0.082,1.008
13,0.039,-0.078,1.008
14,0.043,-0.082,1.012
15,0.027,-0.094,1.008
16,0.031,-0.094,1.004
17,0.031,-0.078,1.012
18,0.039,-0.082,1.008
19,0.031,-0.086,1.008
20,0.035,-0.109,1.035
21,0.035,-0.086,1.008
22,0.035,-0.086,1.012
23,0.039,-0.082,1.004
24,0.027,-0.090,1.008
25,0.031,-0.094,1.012
26,0.031,-0.090,1.016
27,0.031,-0.086,1.008
28,0.035,-0.090,1.012
29,0.031,-0.094,1.012
30,0.035,-0.090,1.004
31,0.035,-0.086,1.012
32,0.035,-0.082,1.012
33,0.031,-0.098,1.016
34,0.035,-0.090,1.004
35,0.031,-0.086,1.008
36,0.031,-0.086,1.008
37,0.031,-0.090,1.004
38,0.035,-0.090,1.012
39,0.031,-0.094,1.008
40,0.055,-0.090,1.051
41,0.035,-0.090,1.012
42,0.031,-0.086,1.008
43,0.027,-0.090,1.012
44,0.023,-0.086,1.012
45,0.031,-0.086,1.016
46,0.035,-0.086,1.016
47,0.039,-0.086,1.016
48,0.031,-0.086,1.000
49,0.023,-0.082,1.008
50,0.031,-0.090,1.020
51,0.039,-0.086,1.012
52,0.039,-0.094,1.016
53,0.023,-0.094,1.004
54,0.020,-0.094,1.000
55,0.039,-0.082,1.008
56,0.031,-0.082,1.008
57,0.027,-0.090,1.008
58,0.031,-0.090,1.008
59,0.035,-0.082,1.004
60,0.027,-0.094,1.020
61,0.039,-0.090,1.012
62,0.039,-0.094,1.004
63,0.035,-0.086,1.016
64,0.023,-0.086,1.008
65,0.031,-0.086,1.012
66,0.035,-0.086,1.004
67,0.027,-0.086,1.008
68,0.031,-0.082,1.012
69,0.039,-0.082,1.004
70,0.031,-0.082,1.016
71,0.031,-0.090,1.008
72,0.027,-0.090,1.008
73,0.031,-0.082,1.004
74,0.027,-0.086,1.008
75,0.039,-0.082,1.012
76,0.035,-0.082,1.012
77,0.027,-0.090,1.012
78,0.035,-0.082,1.008
79,0.035,-0.082,1.016
80,0.031,-0.105,1.004
81,0.031,-0.098,1.016
82,0.035,-0.086,1.008
83,0.039,-0.078,1.004
84,0.035,-0.098,1.008
85,0.027,-0.094,1.016
86,0.027,-0.082,1.012
