Sample,X,Y,Z
0,0.012,0.184,1.027
1,0.035,-0.090,1.012
2,0.035,-0.090,1.012
3,0.027,-0.098,1.008
4,0.031,-0.090,1.012
5,0.035,-0.090,1.020
6,0.035,-0.094,1.012
7,0.035,-0.098,1.016
8,0.023,-0.086,1.008
9,0.031,-0.094,1.016
10,0.039,-0.090,1.008
11,0.035,-0.094,1.008
12,0.027,-0.090,1.012
13,0.016,-0.090,1.012
14,0.027,-0.086,1.008
15,0.031,-0.086,1.012
16,0.031,-0.094,1.012
17,0.027,-0.090,1.012
18,0.031,-0.094,1.012
19,0.031,-0.090,1.016
20,0.020,-0.074,0.980
21,0.031,-0.086,1.008
22,0.031,-0.094,1.016
23,0.027,-0.090,1.012
24,0.035,-0.086,1.012
25,0.027,-0.082,1.008
26,0.031,-0.086,1.012
27,0.035,-0.086,1.020
28,0.031,-0.086,1.012
29,0.023,-0.090,1.012
30,0.031,-0.090,1.004
31,0.035,-0.098,1.016
32,0.031,-0.090,1.008
33,0.027,-0.090,1.016
34,0.023,-0.086,1.008
35,0.035,-0.090,1.012
36,0.027,-0.094,1.008
37,0.023,-0.086,1.012
38,0.035,-0.082,1.012
39,0.031,-0.094,1.008
40,0.016,-0.078,0.977
41,0.031,-0.090,1.012
42,0.027,-0.086,1.008
43,0.027,-0.090,1.016
44,0.027,-0.094,1.004
45,0.031,-0.086,1.012
46,0.031,-0.086,1.012
47,0.035,-0.098,1.004
48,0.027,-0.098,1.012
49,0.027,-0.082,1.016
50,0.035,-0.086,1.012
51,0.039,-0.086,1.008
52,0.027,-0.090,1.016
53,0.027,-0.094,1.016
54,0.031,-0.086,1.008
55,0.035,-0.082,1.016
56,0.039,-0.094,1.016
57,0.023,-0.098,1.004
58,0.023,-0.086,1.023
59,0.035,-0.078,1.012
60,0.070,-0.086,0.996
61,0.023,-0.094,1.008
62,0.023,-0.094,1.012
63,0.031,-0.082,1.016
64,0.039,-0.082,1.012
65,0.031,-0.094,1.012
66,0.027,-0.098,1.000
67,0.020,-0.094,1.012
68,0.043,-0.086,1.004
69,0.039,-0.082,1.012
70,0.027,-0.094,1.000
71,0.027,-0.098,1.004
72,0.031,-0.082,1.008
73,0.031,-0.078,1.012
74,0.039,-0.086,1.004
75,0.027,-0.102,1.004
76,0.023,-0.086,1.008
77,0.039,-0.082,1.012
78,0.023,-0.098,1.004
79,0.027,-0.098,1.008
80,0.047,-0.082,0.988
81,0.027,-0.086,1.004
82,0.031,-0.086,1.004
83,0.027,-0.098,1.004
84,0.031,-0.094,1.012
85,0.027,-0.078,1.012
86,0.035,-0.086,1.008
87,0.039,-0.086,1.008
88,0.035,-0.098,1.004
89,0.023,-0.094,1.004
90,0.031,-0.090,1.004
91,0.031,-0.094,1.012
92,0.031,-0.090,1.004
93,0.020,-0.086,1.008
94,0.027,-0.090,1.008
95,0.035,-0.094,1.004
96,0.031,-0.094,1.012
97,0.023,-0.082,1.008
98,0.027,-0.094,1.012
99,0.027,-0.090,1.004
100,0.035,-0.086,0.961
101,0.031,-0.086,1.012
102,0.035,-0.094,1.008
103,0.027,-0.094,1.008
104,0.035,-0.090,1.016
105,0.027,-0.090,1.012
106,0.027,-0.090,1.012
107,0.027,-0.094,1.004
108,0.031,-0.086,1.008
109,0.031,-0.086,1.012
110,0.035,-0.086,1.008
111,0.027,-0.082,1.008
112,0.031,-0.074,1.016
113,0.047,-0.121,1.004
114,0.051,-0.109,1.000
115,0.035,-0.113,1.008
116,0.012,-0.105,1.023
117,0.023,-0.141,1.020
118,0.043,-0.160,1.020
119,0.012,-0.148,1.027
120,0.000,-0.141,1.016
121,0.027,-0.152,1.039
122,0.066,-0.156,1.027
123,0.090,-0.176,0.992
124,0.102,-0.168,0.934
125,0.035,-0.109,0.926
126,-0.102,-0.129,0.949
127,-0.031,-0.258,0.891
128,0.152,-0.266,0.812
129,0.223,-0.262,0.824
130,0.090,-0.320,0.895
131,-0.117,-0.477,0.898
132,-0.062,-0.551,0.891
133,0.008,-0.508,0.938
134,0.070,-0.504,1.020
135,0.035,-0.723,1.043
136,-0.023,-0.832,1.055
137,-0.012,-0.781,1.117
138,0.098,-0.656,1.156
139,0.160,-0.719,1.156
140,0.051,-0.727,1.215
141,-0.066,-0.641,1.176
142,-0.055,-0.516,1.133
143,0.027,-0.527,1.016
144,0.137,-0.445,0.973
145,0.234,-0.312,0.996
146,0.180,-0.277,0.977
147,-0.055,-0.305,0.871
148,-0.113,-0.203,0.828
149,-0.094,0.016,0.883
150,0.176,0.043,0.961
151,0.258,-0.160,0.945
152,-0.082,-0.301,0.840
153,-0.246,-0.176,0.844
154,-0.086,0.055,0.973
155,0.355,-0.055,1.043
156,0.266,-0.457,0.914
157,-0.113,-0.418,0.941
158,-0.098,-0.195,1.109
159,0.012,-0.152,1.062
160,0.070,-0.449,0.883
161,0.043,-0.484,0.984
162,-0.008,-0.434,1.078
163,0.047,-0.441,1.004
164,0.250,-0.469,1.008
165,-0.027,-0.496,1.059
166,-0.109,-0.453,0.996
167,0.129,-0.523,0.965
168,0.070,-0.598,0.961
169,0.062,-0.375,1.078
170,0.254,-0.562,1.055
171,-0.199,-0.707,0.836
172,-0.125,-0.574,0.949
173,-0.184,-0.383,1.000
174,0.180,-0.215,1.055
175,0.301,-0.793,0.988
176,-0.012,-0.441,0.938
177,-0.008,-0.582,0.930
178,-0.051,-0.133,0.957
179,0.266,-0.422,1.043
180,0.047,-0.520,0.984
