Sample,X,Y,Z
0,0.020,0.164,1.031
1,0.047,-0.082,1.008
2,0.035,-0.094,1.004
3,0.027,-0.094,1.012
4,0.023,-0.086,1.008
5,0.039,-0.094,1.012
6,0.035,-0.094,1.008
7,0.043,-0.090,1.008
8,0.027,-0.086,1.020
9,0.035,-0.086,1.012
10,0.031,-0.098,1.004
11,0.027,-0.098,1.008
12,0.027,-0.086,1.004
13,0.035,-0.094,1.008
14,0.035,-0.098,1.004
15,0.031,-0.078,1.012
16,0.039,-0.086,1.012
17,0.027,-0.086,1.016
18,0.031,-0.086,1.012
19,0.027,-0.098,1.004
20,0.035,-0.098,1.043
21,0.035,-0.094,1.016
22,0.039,-0.094,1.000
23,0.035,-0.094,1.000
24,0.023,-0.094,1.008
25,0.031,-0.086,0.996
26,0.027,-0.086,1.000
27,0.031,-0.094,1.004
28,0.023,-0.094,1.008
29,0.027,-0.098,1.008
30,0.039,-0.082,1.008
31,0.031,-0.086,1.012
32,0.031,-0.098,1.012
33,0.031,-0.098,1.000
34,0.031,-0.090,1.012
35,0.035,-0.086,1.004
36,0.031,-0.090,1.016
37,0.031,-0.090,0.996
38,0.031,-0.090,1.008
39,0.027,-0.082,1.004
40,0.047,-0.117,1.027
41,0.035,-0.098,1.000
42,0.031,-0.094,1.016
43,0.031,-0.086,1.008
44,0.023,-0.086,1.008
45,0.035,-0.094,1.012
46,0.031,-0.090,1.012
47,0.035,-0.094,1.008
48,0.031,-0.090,1.008
49,0.035,-0.090,1.012
50,0.035,-0.090,1.012
51,0.027,-0.098,1.008
52,0.027,-0.082,1.012
53,0.031,-0.094,1.012
54,0.031,-0.090,1.000
55,0.027,-0.094,1.004
56,0.031,-0.094,1.004
57,0.031,-0.090,1.012
58,0.035,-0.086,1.012
59,0.031,-0.094,1.004
60,0.020,-0.105,1.031
61,0.027,-0.090,1.016
62,0.039,-0.090,1.008
63,0.031,-0.094,1.008
64,0.031,-0.098,1.004
65,0.035,-0.098,0.992
66,0.035,-0.094,1.008
67,0.031,-0.086,1.012
68,0.027,-0.094,1.008
69,0.031,-0.098,1.004
70,0.035,-0.090,1.012
71,0.035,-0.090,1.004
72,0.031,-0.082,1.004
73,0.031,-0.094,1.008
74,0.031,-0.102,1.004
75,0.035,-0.086,1.012
76,0.031,-0.086,1.008
77,0.039,-0.094,1.023
78,0.031,-0.094,1.004
79,0.031,-0.094,1.000
80,0.012,-0.078,1.062
81,0.031,-0.094,1.008
82,0.020,-0.090,1.008
83,0.031,-0.082,1.008
84,0.035,-0.090,1.004
85,0.035,-0.086,1.016
86,0.027,-0.094,1.008
87,0.027,-0.094,1.012
88,0.031,-0.086,1.012
89,0.031,-0.086,1.020
90,0.031,-0.098,1.012
91,0.027,-0.098,1.012
92,0.039,-0.090,1.004
93,0.031,-0.090,1.012
94,0.035,-0.098,1.004
95,0.023,-0.094,1.008
96,0.031,-0.086,1.008
97,0.039,-0.090,1.004
98,0.035,-0.094,1.012
99,0.023,-0.098,1.012
100,0.043,-0.094,1.035
101,0.043,-0.086,0.996
102,0.020,-0.098,1.004
103,0.023,-0.094,1.004
104,0.031,-0.086,1.008
105,0.039,-0.090,1.008
106,0.035,-0.098,1.012
107,0.031,-0.094,1.004
108,0.023,-0.086,1.004
109,0.031,-0.086,1.008
110,0.039,-0.090,1.016
111,0.023,-0.078,0.996
112,0.031,-0.078,1.012
113,0.047,-0.133,1.004
114,0.051,-0.102,1.012
115,0.027,-0.117,1.004
116,0.012,-0.109,1.027
117,0.027,-0.148,1.023
118,0.047,-0.164,1.016
119,0.016,-0.125,1.039
120,0.000,-0.133,1.027
121,0.039,-0.164,1.027
122,0.066,-0.172,1.027
123,0.105,-0.195,0.984
124,0.066,-0.184,0.902
125,-0.008,-0.094,0.922
126,-0.109,-0.227,0.926
127,0.020,-0.324,0.820
128,0.211,-0.336,0.770
129,0.180,-0.352,0.812
130,-0.004,-0.477,0.879
131,-0.078,-0.660,0.867
132,-0.090,-0.754,0.855
133,-0.043,-0.719,0.922
134,0.082,-0.719,1.035
135,0.145,-0.988,1.031
136,0.207,-1.070,1.082
137,0.137,-0.926,1.176
138,-0.062,-0.895,1.199
139,-0.137,-0.996,1.148
140,-0.086,-0.996,1.125
141,0.043,-0.734,1.141
142,0.254,-0.645,1.148
143,0.238,-0.691,1.051
144,-0.004,-0.723,0.969
145,-0.066,-0.414,0.996
146,0.066,-0.082,1.074
147,0.125,-0.227,1.012
148,-0.090,-0.324,0.855
149,-0.039,-0.125,0.852
150,0.121,0.129,0.941
151,0.176,0.051,0.863
152,0.078,-0.004,0.824
153,0.004,-0.051,0.898
154,-0.152,0.035,0.891
155,-0.016,0.047,0.809
156,0.090,-0.105,0.871
157,-0.039,-0.141,0.941
158,0.160,-0.164,1.012
159,0.203,-0.316,1.020
160,-0.090,-0.352,0.980
161,-0.027,-0.238,1.055
162,0.047,-0.363,1.039
163,0.051,-0.469,1.062
164,0.293,-0.652,1.133
165,-0.062,-0.574,0.992
166,-0.141,-0.629,0.988
167,-0.227,-0.527,1.043
168,-0.008,-0.391,1.164
169,0.328,-0.812,1.055
170,0.281,-0.602,0.965
171,0.055,-0.746,0.938
172,-0.082,-0.312,1.031
173,0.027,-0.676,0.945
174,-0.055,-0.480,0.906
175,-0.121,-0.758,0.871
176,-0.023,-0.223,1.027
177,0.113,-0.641,0.949
178,0.297,-0.336,0.926
179,0.164,-0.656,0.832
180,0.125,-0.086,1.121
181,-0.215,-0.715,0.910
182,-0.086,-0.367,0.914
183,-0.203,-0.379,1.047
184,0.074,-0.227,1.203
185,0.293,-0.422,1.020
186,0.348,-0.602,0.879
187,0.238,-0.277,1.078
188,-0.168,-0.211,1.039
189,-0.480,-0.215,0.969
190,-0.219,-0.371,1.070
191,0.039,-0.039,1.102
192,0.484,-0.055,1.035
193,0.637,-0.426,0.887
194,0.082,-0.207,0.945
195,-0.398,0.086,0.992
196,-0.590,-0.051,1.074
197,-0.211,-0.219,0.969
198,0.559,0.148,1.004
199,0.797,-0.023,0.996
