Sample,X,Y,Z
0,0.027,0.180,1.004
1,0.023,-0.102,1.004
2,0.023,-0.094,1.004
3,0.027,-0.094,1.016
4,0.035,-0.098,1.008
5,0.035,-0.098,1.004
6,0.031,-0.098,1.016
7,0.023,-0.094,1.012
8,0.031,-0.094,1.008
9,0.031,-0.102,1.008
10,0.031,-0.094,1.004
11,0.020,-0.094,1.008
12,0.035,-0.098,1.012
13,0.035,-0.098,1.008
14,0.031,-0.098,1.008
15,0.031,-0.102,1.000
16,0.023,-0.098,1.008
17,0.027,-0.094,1.012
18,0.031,-0.094,1.016
19,0.031,-0.094,1.008
20,0.008,-0.078,0.977
21,0.023,-0.098,1.004
22,0.027,-0.098,1.012
23,0.027,-0.090,1.000
24,0.031,-0.086,1.016
25,0.031,-0.102,1.012
26,0.035,-0.090,1.012
27,0.035,-0.094,1.012
28,0.027,-0.102,0.996
29,0.035,-0.102,1.008
30,0.023,-0.098,1.000
31,0.035,-0.094,1.004
32,0.027,-0.090,1.016
33,0.031,-0.102,1.008
34,0.027,-0.098,1.012
35,0.023,-0.098,1.008
36,0.031,-0.094,1.012
37,0.035,-0.094,1.012
38,0.035,-0.094,1.012
39,0.035,-0.090,1.008
40,0.012,-0.086,0.980
41,0.035,-0.082,1.008
42,0.031,-0.094,1.004
43,0.035,-0.094,1.008
44,0.027,-0.090,1.008
45,0.035,-0.090,1.012
46,0.035,-0.090,1.012
47,0.027,-0.094,1.004
48,0.027,-0.102,1.008
49,0.027,-0.090,1.008
50,0.027,-0.094,1.020
51,0.035,-0.094,1.000
52,0.035,-0.102,1.008
53,0.023,-0.094,1.004
54,0.023,-0.094,1.008
55,0.031,-0.098,1.012
56,0.035,-0.098,1.012
57,0.031,-0.094,1.012
58,0.031,-0.094,1.016
59,0.031,-0.094,1.004
60,0.043,-0.082,0.965
61,0.035,-0.098,1.004
62,0.035,-0.102,1.016
63,0.027,-0.090,1.012
64,0.031,-0.090,1.008
65,0.035,-0.098,1.012
66,0.031,-0.102,1.000
67,0.031,-0.094,1.016
68,0.031,-0.098,1.000
69,0.027,-0.094,1.016
70,0.027,-0.094,1.004
71,0.035,-0.098,1.008
72,0.035,-0.098,1.008
73,0.020,-0.094,1.012
74,0.027,-0.094,1.016
75,0.027,-0.090,1.016
76,0.027,-0.098,1.008
77,0.035,-0.094,1.016
78,0.031,-0.094,1.012
79,0.035,-0.098,1.008
80,0.023,-0.074,1.012
81,0.031,-0.094,1.016
82,0.027,-0.098,1.012
83,0.043,-0.086,1.004
84,0.031,-0.090,1.008
85,0.027,-0.090,1.008
86,0.023,-0.098,1.004
87,0.023,-0.094,1.004
88,0.035,-0.086,1.012
89,0.035,-0.094,1.008
90,0.023,-0.105,1.008
91,0.023,-0.098,1.004
92,0.027,-0.082,1.012
93,0.031,-0.090,1.016
94,0.035,-0.098,1.004
95,0.031,-0.094,1.008
96,0.031,-0.090,1.000
97,0.035,-0.090,1.008
98,0.035,-0.086,1.016
99,0.031,-0.098,1.008
100,0.031,-0.082,1.000
101,0.031,-0.086,1.008
102,0.031,-0.090,1.008
103,0.031,-0.094,1.004
104,0.031,-0.098,1.004
105,0.031,-0.102,1.004
106,0.031,-0.098,1.008
107,0.031,-0.094,1.012
108,0.039,-0.098,1.008
109,0.035,-0.098,1.004
110,0.012,-0.074,1.008
111,0.035,-0.102,1.016
112,0.051,-0.145,0.996
113,0.062,-0.133,1.004
114,0.035,-0.145,1.016
115,0.004,-0.172,1.027
116,-0.027,-0.188,1.039
117,0.031,-0.188,1.047
118,0.086,-0.195,1.062
119,0.184,-0.258,0.984
120,0.172,-0.250,0.977
121,0.059,-0.195,0.910
122,-0.207,-0.289,0.930
123,-0.184,-0.426,0.797
124,0.090,-0.398,0.719
125,0.246,-0.418,0.793
126,0.152,-0.570,0.855
127,-0.047,-0.820,0.793
128,-0.223,-0.879,0.793
129,-0.184,-0.789,0.922
130,0.113,-0.770,1.047
131,0.328,-1.082,1.055
132,0.219,-1.254,1.086
133,-0.035,-1.121,1.188
134,-0.195,-1.117,1.172
135,-0.141,-1.078,1.121
136,0.125,-0.914,1.207
137,0.422,-0.836,1.258
138,0.117,-0.965,1.102
139,0.031,-0.785,1.043
140,0.047,-0.285,1.281
141,0.086,-0.145,1.129
142,-0.039,-0.332,0.941
143,-0.078,-0.277,0.859
144,-0.008,0.113,0.934
145,0.035,0.191,0.883
146,0.180,0.133,0.785
147,0.180,0.113,0.852
148,-0.141,0.121,0.793
149,-0.148,0.227,0.734
150,0.055,0.016,0.762
151,-0.070,0.207,0.844
152,0.230,0.070,1.004
153,0.109,-0.285,0.930
154,-0.121,-0.316,0.875
155,0.016,-0.156,1.043
156,-0.027,-0.109,1.094
157,0.230,-0.441,1.125
158,0.258,-0.793,1.051
159,-0.066,-0.547,1.055
160,-0.145,-0.680,1.051
161,-0.344,-0.414,1.090
162,0.113,-0.656,1.172
163,0.273,-0.684,1.082
164,0.332,-0.820,1.008
165,-0.031,-0.801,0.949
166,0.098,-0.477,1.055
167,0.016,-0.523,0.965
168,-0.082,-0.648,0.859
169,-0.305,-0.715,0.891
170,-0.059,-0.445,1.012
171,0.094,-0.500,0.891
172,0.336,-0.547,0.832
173,0.305,-0.453,0.938
174,0.152,-0.418,0.953
175,-0.113,-0.457,0.883
176,-0.395,-0.465,0.918
177,-0.340,-0.047,1.188
178,0.020,-0.195,1.176
179,0.500,-0.398,1.043
180,0.559,-0.273,1.074
181,0.273,-0.035,1.188
182,-0.254,-0.039,1.082
183,-0.586,0.020,1.062
184,-0.215,0.250,1.250
185,0.156,0.359,1.156
186,0.520,0.148,0.988
187,0.512,0.246,0.949
188,0.059,0.422,0.969
189,-0.336,0.605,0.938
190,-0.520,0.113,0.805
191,-0.156,0.609,0.934
192,0.219,0.609,0.969
193,0.414,0.234,0.805
194,0.340,0.145,0.781
195,0.031,0.234,0.848
196,-0.297,0.289,0.871
197,-0.457,-0.125,0.828
198,-0.199,-0.062,1.027
199,0.133,-0.086,1.074
200,0.402,-0.293,1.027
201,0.395,-0.414,1.016
202,0.059,-0.559,1.109
203,-0.223,-0.426,1.117
204,-0.363,-0.746,1.016
205,-0.145,-0.449,1.227
206,0.008,-0.344,1.223
207,0.453,-0.484,1.094
208,0.520,-0.715,1.004
209,0.242,-0.523,1.055
210,-0.211,-0.203,1.070
211,-0.496,-0.504,0.977
212,-0.262,-0.344,1.051
213,-0.008,0.004,1.031
214,0.520,-0.102,0.949
215,0.516,-0.207,0.918
216,0.145,-0.355,0.914
217,-0.312,0.133,0.961
218,-0.516,-0.004,0.949
219,-0.176,0.188,1.082
220,0.125,0.121,1.004
221,0.531,0.059,0.941
222,0.469,0.020,0.988
223,-0.012,-0.109,1.012
224,-0.285,0.262,1.031
225,-0.363,-0.023,1.020
226,-0.055,0.250,1.145
227,0.215,0.266,1.102
228,0.371,-0.074,0.922
229,0.277,0.145,1.020
230,-0.086,0.082,1.012
231,-0.234,0.297,0.969
232,-0.273,-0.086,0.906
233,0.016,0.086,1.031
234,0.113,0.156,0.977
235,0.277,-0.105,0.816
236,0.277,-0.023,0.949
237,-0.055,-0.184,0.961
238,-0.148,-0.047,0.918
239,-0.258,-0.273,0.875
240,0.016,-0.113,1.164
241,0.129,-0.145,1.070
242,0.305,-0.500,0.906
243,0.348,-0.363,1.047
244,-0.090,-0.379,1.078
245,-0.258,-0.246,1.078
246,-0.188,-0.555,1.004
247,0.090,-0.230,1.152
248,0.023,-0.156,1.137
249,0.195,-0.492,0.996
250,0.254,-0.355,1.047
251,0.020,-0.262,1.062
252,-0.152,0.039,1.105
253,-0.293,-0.238,0.984
254,-0.062,-0.098,1.074
255,0.219,0.176,1.023
256,0.254,-0.023,0.891
257,0.305,0.047,0.996
258,-0.129,-0.133,0.957
259,-0.203,0.348,0.984
260,-0.066,0.000,0.953
261,0.129,0.293,1.039
262,0.234,0.230,0.977
263,0.184,-0.098,0.836
264,0.141,0.188,1.008
265,-0.102,-0.023,0.980
266,-0.070,0.301,1.000
267,-0.223,-0.211,0.941
268,0.098,0.031,1.090
269,0.117,0.199,1.016
270,0.121,-0.215,0.871
271,0.219,-0.102,1.027
272,-0.129,-0.148,1.016
273,-0.164,-0.062,0.957
274,-0.125,-0.281,0.938
275,0.086,-0.160,1.125
276,0.207,-0.035,1.082
277,0.230,-0.473,0.898
278,0.234,-0.387,1.039
279,-0.180,-0.273,1.117
280,-0.188,-0.035,1.047
281,-0.129,-0.301,1.020
282,0.070,-0.312,1.148
283,0.141,0.059,1.070
284,0.168,-0.273,0.895
285,0.133,-0.109,1.023
286,-0.207,-0.148,0.984
287,-0.137,0.242,0.953
288,0.020,-0.145,0.914
289,0.160,-0.078,1.016
290,0.145,0.148,0.992
291,0.176,-0.227,0.859
292,0.199,-0.074,1.039
293,-0.172,-0.160,1.023
294,-0.012,0.215,1.031
295,-0.012,-0.219,0.965
296,0.105,-0.113,1.109
297,0.152,0.148,1.082
298,0.164,-0.164,0.879
299,0.156,-0.059,1.020
300,-0.215,-0.055,1.086
301,-0.230,0.090,0.992
302,-0.168,-0.156,0.906
303,0.098,-0.035,1.059
304,0.238,0.191,1.094
305,0.164,-0.348,0.883
306,0.211,-0.230,0.984
307,-0.164,-0.152,1.051
308,-0.266,0.145,1.039
309,-0.176,-0.211,0.965
310,0.152,-0.277,1.098
311,0.375,0.070,1.090
312,0.215,-0.254,0.895
313,0.105,-0.125,1.000
314,-0.305,-0.113,1.051
315,-0.191,0.141,1.020
316,0.121,-0.219,0.934
317,0.266,-0.102,1.020
318,0.156,0.160,1.059
319,0.039,-0.277,0.840
320,0.078,0.062,1.055
321,-0.203,-0.180,0.988
322,-0.293,0.062,0.949
323,-0.027,-0.258,0.930
324,0.199,-0.125,1.031
325,0.211,0.105,1.039
326,0.133,-0.336,0.863
327,0.094,-0.285,1.035
328,-0.207,-0.324,0.992
329,-0.125,0.047,1.027
330,0.062,-0.188,1.129
331,0.180,-0.348,1.129
332,0.312,0.004,1.074
333,0.215,-0.348,0.961
334,0.078,-0.062,1.184
335,-0.203,-0.152,1.070
336,-0.191,0.059,0.984
337,-0.055,-0.121,1.004
338,0.027,0.102,1.105
339,0.230,0.199,1.031
340,0.227,-0.258,0.832
341,0.168,0.211,1.023
342,-0.223,0.023,0.957
343,-0.262,0.172,0.859
344,-0.035,-0.113,0.895
345,0.094,0.043,1.004
346,0.250,0.289,0.980
347,0.156,-0.367,0.801
348,0.145,-0.141,0.980
349,-0.207,-0.086,1.031
350,-0.223,-0.008,0.930
351,-0.059,-0.266,0.988
352,0.117,-0.328,1.062
353,0.285,0.109,1.098
354,0.199,-0.449,0.895
355,0.117,-0.254,1.105
356,-0.234,-0.301,1.082
357,-0.160,-0.031,1.047
358,-0.039,-0.398,1.035
359,0.086,-0.242,1.168
360,0.293,0.082,1.227
361,0.168,-0.383,0.898
362,0.188,-0.273,1.062
363,-0.227,-0.137,1.031
364,-0.234,0.172,1.027
365,-0.035,-0.230,1.020
366,0.031,-0.117,1.012
367,0.297,0.273,1.051
368,0.281,-0.059,0.844
